,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
2623,MwangiBelinda,Belinda Mwangi,3397320797,1230144663673241600,/MwangiBelinda/status/1230144663673241600,2020-02-19 14:58:37,1582124317,@Safaricom_Care my home fibre internet is not working? It’s showing the red light Account number 11044616,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> my <strong>home</strong> <strong>fibre</strong> internet is not working? It’s showing the red light Account number 11044616</p>",[],[],False,[],,0,0,1,True,False,,[]
2624,Amargi3k,Wawuda Margie,435903761,1230142735916642304,/Amargi3k/status/1230142735916642304,2020-02-19 14:50:57,1582123857,@Safaricom_Care why is the home fibre internet so bad today. You're killing me people!!!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> why is the <strong>home</strong> <strong>fibre</strong> internet so bad today. You're killing me people!!!</p>",[],[],False,[],,0,0,2,True,False,,[]
2625,Joboyengo,JOBU,577310149,1230134201229496320,/Joboyengo/status/1230134201229496320,2020-02-19 14:17:03,1582121823,You can always predict ones Safaricom home Fibre passwords. You only need to know his last name/house number the add @ 123 ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You can always predict ones <strong>Safaricom</strong> <strong>home</strong> <strong>Fibre</strong> passwords. You only need to know his last name/house number the add @ 123 <img alt=""😂"" aria-label=""Emoji: Muka dengan tangisan kegembiraan"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Muka dengan tangisan kegembiraan""/><img alt=""😂"" aria-label=""Emoji: Muka dengan tangisan kegembiraan"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Muka dengan tangisan kegembiraan""/></p>",[],[],False,[],,4,0,2,True,False,,[]
2626,_OVO96,🥃,1128249763000877056,1230121929648070657,/_OVO96/status/1230121929648070657,2020-02-19 13:28:17,1582118897,@SafaricomPLC @Safaricom_Care What is really going on with your home fibre? Pure inconveniences.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> What is really going on with your <strong>home</strong> <strong>fibre</strong>? Pure inconveniences.</p>",[],[],False,[],,0,0,2,True,False,,[]
2627,Mikescofied526,Okumu Mike526,1046366913323040768,1230120221010268162,/Mikescofied526/status/1230120221010268162,2020-02-19 13:21:29,1582118489,"Have u realised it reach a time the home fibre can stop working for 48hrs,,you call the @Safaricom_Care they still buy time.I hate this...@TelkomKenya and @AIRTEL_KE when will you update your networks so that we transfer our networks??","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Have u realised it reach a time the <strong>home</strong> <strong>fibre</strong> can stop working for 48hrs,,you call the <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> they still buy time.I hate this...<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""114396856"" dir=""ltr"" href=""/TelkomKenya""><s>@</s><b>TelkomKenya</b></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""191765987"" dir=""ltr"" href=""/AIRTEL_KE""><s>@</s><b>AIRTEL_KE</b></a> when will you update your networks so that we transfer our networks??</p>",[],[],False,[],,0,0,0,False,True,1230037621835018240,"[{'screen_name': 'ItsMutai', 'user_id': '617196939'}]"
2628,sheiipi,Sheiipi,841437047449616385,1230077042982518785,/sheiipi/status/1230077042982518785,2020-02-19 10:29:55,1582108195,@SafaricomPLC what's wrong with your safaricom home fibre,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> what's wrong with your <strong>safaricom</strong> <strong>home</strong> <strong>fibre</strong></p>",[],[],False,[],,0,0,1,True,False,,[]
2629,ItsMutai,Lord Abraham Mutai,617196939,1230037621835018240,/ItsMutai/status/1230037621835018240,2020-02-19 07:53:16,1582098796,I will put up the thread on Safaricom later. Let me sit down somewhere. Safaricom is stealing from us using their Home fibre.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I will put up the thread on <strong>Safaricom</strong> later. Let me sit down somewhere. <strong>Safaricom</strong> is stealing from us using their <strong>Home</strong> <strong>fibre</strong>.</p>",[],[],False,[],,199,35,29,True,False,,[]
2630,AntonnyK,Tony Kavinguha🌿,89649284,1230026900984209408,/AntonnyK/status/1230026900984209408,2020-02-19 07:10:40,1582096240,I told people ages ago that @SafaricomPLC is not genuine on its application of services and promotions.I specifically said that Safaricom Home Fibre is a big scam. #homefibrescam #KOT raided me. I still maintain @Zuku_WeCare is still the best ISP in Kenya.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I told people ages ago that <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> is not genuine on its application of services and promotions.I specifically said that <strong>Safaricom</strong> <strong>Home</strong> <strong>Fibre</strong> is a big scam. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/homefibrescam?src=hash""><s>#</s><b>homefibrescam</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/KOT?src=hash""><s>#</s><b>KOT</b></a> raided me. I still maintain <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""624612122"" dir=""ltr"" href=""/Zuku_WeCare""><s>@</s><b>Zuku_WeCare</b></a> is still the best ISP in Kenya.</p>",[],"['homefibrescam', 'KOT']",False,[],,2,0,0,False,True,1230024619941388289,"[{'screen_name': 'ItsMutai', 'user_id': '617196939'}]"
2631,Drew_Nyagah,Andrew Nyagah,1087676630359789573,1230003003798757377,/Drew_Nyagah/status/1230003003798757377,2020-02-19 05:35:43,1582090543,Hey @Safaricom_Care . No Home Fibre connection here at Langata rd. Account number 11060721. What gives?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hey <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> . No <strong>Home</strong> <strong>Fibre</strong> connection here at Langata rd. Account number 11060721. What gives?</p>",[],[],False,[],,0,0,1,True,False,,[]
2632,SteveAudi3,Steve Audi,2783683045,1229988418391879681,/SteveAudi3/status/1229988418391879681,2020-02-19 04:37:45,1582087065,Hey @Safaricom_Care your home fibre is really a mess since last night. What is the problem?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hey <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> your <strong>home</strong> <strong>fibre</strong> is really a mess since last night. What is the problem?</p>",[],[],False,[],,0,0,2,True,False,,[]
2633,owen_oryx,Oryx owen,4149330685,1229873644496658433,/owen_oryx/status/1229873644496658433,2020-02-18 21:01:41,1582059701,Safaricom home Fibre too slow,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Safaricom</strong> <strong>home</strong> <strong>Fibre</strong> too slow</p>",[],[],False,[],,1,0,0,False,False,,[]
2634,gothicdaisy,I_amdaisylove🇰🇪,1082392111,1229818085495988224,/gothicdaisy/status/1229818085495988224,2020-02-18 17:20:55,1582046455,"@Safaricom_Care I would like help with my safaricom home fibre account 11151516.
It was paid in the morning and till now it has no network. It is just not working. Check into it.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> I would like help with my <strong>safaricom</strong> <strong>home</strong> <strong>fibre</strong> account 11151516.
It was paid in the morning and till now it has no network. It is just not working. Check into it.</p>",[],[],False,[],,0,0,0,False,False,,[]
2635,gothicdaisy,I_amdaisylove🇰🇪,1082392111,1229816766852927489,/gothicdaisy/status/1229816766852927489,2020-02-18 17:15:40,1582046140,"@SafaricomPLC hey
I would like help with my safaricom home fibre account 11151516.
It was paid in the morning and till now it has no network. It is just not working.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> hey
I would like help with my <strong>safaricom</strong> <strong>home</strong> <strong>fibre</strong> account 11151516.
It was paid in the morning and till now it has no network. It is just not working.</p>",[],[],False,[],,0,0,1,True,False,,[]
2636,dattahmuyu1,dattahmuyu,1450998950,1229803451535839233,/dattahmuyu1/status/1229803451535839233,2020-02-18 16:22:46,1582042966,"@Safaricom_Care Hi, it's been 6 months since you told me you'd come around for home fibre installation at my house in OleRai,Rongai. Your customer care still calls me to confirm. 
Mnakuja lini? Any feedback?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Hi, it's been 6 months since you told me you'd come around for <strong>home</strong> <strong>fibre</strong> installation at my house in OleRai,Rongai. Your customer care still calls me to confirm. 
Mnakuja lini? Any feedback?</p>",[],[],False,[],,0,0,1,True,False,,[]
2637,Tribe44citizen,citizenken,2166487764,1229783962119176192,/Tribe44citizen/status/1229783962119176192,2020-02-18 15:05:19,1582038319,@Safaricom_Care I don't have internet on my home fibre. I paid via cheque to your Kenyatta avenue branch on the 13th which cleared. I am now told I cannot have internet until tomorrow when the branch opens.   i pay  waaay before time and still get disconnected. Ridiculous.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> I don't have internet on my <strong>home</strong> <strong>fibre</strong>. I paid via cheque to your Kenyatta avenue branch on the 13th which cleared. I am now told I cannot have internet until tomorrow when the branch opens. <img alt=""🙄"" aria-label=""Emoji: Muka dengan mata kuyu"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f644.png"" title=""Muka dengan mata kuyu""/>  i pay  waaay before time and still get disconnected. Ridiculous.</p>",[],[],False,[],,0,0,1,True,False,,[]
2638,NjururiBlamuel,Blamuel Njururi,381604652,1229767004149755905,/NjururiBlamuel/status/1229767004149755905,2020-02-18 13:57:56,1582034276,"@ZukuOfficial Why do you continue to allow your sales people to plaster advertising placards on residential walls, even next to your competitor @SafaricomPLC @Safaricom_Care Home Fibre distribution units???? This last WARNING we SHALL SUE YOU pic.twitter.com/2HYNdWkhx1","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""135902319"" dir=""ltr"" href=""/ZukuOfficial""><s>@</s><b>ZukuOfficial</b></a> Why do you continue to allow your sales people to plaster advertising placards on residential walls, even next to your competitor <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> <strong>Home</strong> <strong>Fibre</strong> distribution units???? This last WARNING we SHALL SUE YOU <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/2HYNdWkhx1"">pic.twitter.com/2HYNdWkhx1</a></p>",[],[],True,['https://pbs.twimg.com/media/ERECgKaW4AEAKyk.jpg'],,0,0,0,False,False,,[]
2639,Shad_khalif,Tawera: Ama mimi ndio mjinga?🤔,152595346,1229720406812217344,/Shad_khalif/status/1229720406812217344,2020-02-18 10:52:46,1582023166,"I used Safaricom home fibre for one year, then last year I moved to zuku fibre. Mahn! I tell you it's like leaving an abusive marriage and going back to your mother's house. I have the Safaricom receiver to the gateman","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I used <strong>Safaricom</strong> <strong>home</strong> <strong>fibre</strong> for one year, then last year I moved to zuku <strong>fibre</strong>. Mahn! I tell you it's like leaving an abusive marriage and going back to your mother's house. I have the <strong>Safaricom</strong> receiver to the gateman</p>",[],[],False,[],,1,0,1,True,True,1229715916541304832,"[{'screen_name': 'danaceda', 'user_id': '90253574'}]"
2640,dun_koome,dun_koome,3546880276,1229572555541008390,/dun_koome/status/1229572555541008390,2020-02-18 01:05:16,1581987916,@Safaricom_Care  my  home fibre is down for the last thirty minutes,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a>  my  <strong>home</strong> <strong>fibre</strong> is down for the last thirty minutes</p>",[],[],False,[],,0,0,1,True,False,,[]
2641,Lawi_Makori,I am,577411718,1229568073906171905,/Lawi_Makori/status/1229568073906171905,2020-02-18 00:47:27,1581986847,"@Safaricom_Care home fibre is very unreliable these days 
What's the issue now ? 
Their team don't even have a clue","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> <strong>home</strong> <strong>fibre</strong> is very unreliable these days 
What's the issue now ? 
Their team don't even have a clue</p>",[],[],False,[],,0,0,1,True,False,,[]
2642,Safaricom_Care,Safaricom Care,320662182,1229545417920126976,/Safaricom_Care/status/1229545417920126976,2020-02-17 23:17:26,1581981446,"Hi, Ishmael. Are you referring to Home Fibre? Please DM your account number. ^WS","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi, Ishmael. Are you referring to <strong>Home</strong> <strong>Fibre</strong>? Please DM your account number. ^WS</p>",[],[],False,[],,0,0,0,False,True,1229544792943665152,"[{'screen_name': 'IshmaelMakenzi', 'user_id': '751882154091634688'}]"
2643,MwangiWaMburu23,Mwangi,1179497742713929729,1229484747409297413,/MwangiWaMburu23/status/1229484747409297413,2020-02-17 19:16:21,1581966981,"Dear @Safaricom_Care
I have a question for you.
How INEFFICIENT and UNRELIABLE have you become?
How many hours later and you have not addressed my Home Fibre issue? 
And before you DM me to try and pacify my agitation, just do your job!!! I am really disappointed.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Dear <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a>
I have a question for you.
How INEFFICIENT and UNRELIABLE have you become?
How many hours later and you have not addressed my <strong>Home</strong> <strong>Fibre</strong> issue? 
And before you DM me to try and pacify my agitation, just do your job!!! I am really disappointed.</p>",[],[],False,[],,1,0,1,True,True,1228980535315324928,"[{'screen_name': 'MwangiWaMburu23', 'user_id': '1179497742713929729'}, {'screen_name': 'AIRTEL_KE', 'user_id': '191765987'}]"
2644,jamlick__,KYALO🦒,1883365681,1229478076909748227,/jamlick__/status/1229478076909748227,2020-02-17 18:49:50,1581965390,It was carryone who said his Safaricom home Fibre is 4G enabled.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It was carryone who said his <strong>Safaricom</strong> <strong>home</strong> <strong>Fibre</strong> is 4G enabled.</p>",[],[],False,[],,9,1,4,True,True,1229476139309117447,"[{'screen_name': 'Wairimu__Mercy', 'user_id': '2303847495'}]"
2645,bransim,Brian Simiyu™,825230845,1229455392649990145,/bransim/status/1229455392649990145,2020-02-17 17:19:42,1581959982,"@Safaricom_Care I applied for home fibre, your guy came for installation, gave some capacity excuses, but upto now no internet access. Account 11186034, waste of money","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> I applied for <strong>home</strong> <strong>fibre</strong>, your guy came for installation, gave some capacity excuses, but upto now no internet access. Account 11186034, waste of money</p>",[],[],False,[],,0,0,1,True,False,,[]
2646,awnyih_,Awnyih🇰🇪,36627118,1229415277101629440,/awnyih_/status/1229415277101629440,2020-02-17 14:40:18,1581950418,@Safaricom_Care Is Home Fibre service down? A/C No. 11166433,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Is <strong>Home</strong> <strong>Fibre</strong> service down? A/C No. 11166433</p>",[],[],False,[],,0,0,1,True,False,,[]
2647,sollonjenga5,solomon njenga,887196819410870280,1229383031863103490,/sollonjenga5/status/1229383031863103490,2020-02-17 12:32:10,1581942730,@Safaricom_Care Hello. Safaricom home fibre internet at Kasarani Equity is terrible today. Keeps going off. Restarting devices is not helping.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Hello. <strong>Safaricom</strong> <strong>home</strong> <strong>fibre</strong> internet at Kasarani Equity is terrible today. Keeps going off. Restarting devices is not helping.</p>",[],[],False,[],,0,0,1,True,False,,[]
2648,SoloTheWise1,Stubborn Kind of Fellow,64246026,1229371383509110785,/SoloTheWise1/status/1229371383509110785,2020-02-17 11:45:53,1581939953,@SafaricomPLC @Safaricom_Care do you have home fibre in Nyali??,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> do you have <strong>home</strong> <strong>fibre</strong> in Nyali??</p>",[],[],False,[],,0,0,1,True,False,,[]
2649,Uwinezatte,Uwineza,958989968239710208,1229351849012203521,/Uwinezatte/status/1229351849012203521,2020-02-17 10:28:15,1581935295,@Safaricom_Care  we need help our home fibre is not working.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a>  we need help our <strong>home</strong> <strong>fibre</strong> is not working.</p>",[],[],False,[],,0,0,2,True,False,,[]
2650,wanjirukihiu,Rosemary,1257666348,1229260608039784449,/wanjirukihiu/status/1229260608039784449,2020-02-17 04:25:42,1581913542,"This month I have not renewed my @Safaricom_Care home fibre connection for good reason. One of your customer care agents called me on Friday to find out why. This borders on intrusion and harassment. 

Consider sending a text first to find out why.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">This month I have not renewed my <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> <strong>home</strong> <strong>fibre</strong> connection for good reason. One of your customer care agents called me on Friday to find out why. This borders on intrusion and harassment. 

Consider sending a text first to find out why.</p>",[],[],False,[],,0,0,1,True,False,,[]
2651,Joshsmasha,Josh junior,1031408250,1229112449615486976,/Joshsmasha/status/1229112449615486976,2020-02-16 18:36:58,1581878218,@Zuku_WeCare @ZukuOfficial  zuku internet down! I repeat zuku internet down! Prepare for evacuation to @Safaricom_Care home fibre,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""624612122"" dir=""ltr"" href=""/Zuku_WeCare""><s>@</s><b>Zuku_WeCare</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""135902319"" dir=""ltr"" href=""/ZukuOfficial""><s>@</s><b>ZukuOfficial</b></a>  zuku internet down! I repeat zuku internet down! Prepare for evacuation to <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> <strong>home</strong> <strong>fibre</strong></p>",[],[],False,[],,0,0,2,True,False,,[]
2652,PeThuku,Random Thoughts,153823765,1228944806493245440,/PeThuku/status/1228944806493245440,2020-02-16 07:30:49,1581838249,@Safaricom_Care I paid for Home fibre more than an hour ago but it's not connecting. My account number is 11023266.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> I paid for <strong>Home</strong> <strong>fibre</strong> more than an hour ago but it's not connecting. My account number is 11023266.</p>",[],[],False,[],,0,0,1,True,False,,[]
2653,Gitz__,Gitz,1020246352159289345,1228940559282319360,/Gitz__/status/1228940559282319360,2020-02-16 07:13:56,1581837236,Huna Safaricom Home Fibre? https://twitter.com/kilundeezy/status/1228937931718524928 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Huna <strong>Safaricom</strong> <strong>Home</strong> <strong>Fibre</strong>? <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/kilundeezy/status/1228937931718524928"" dir=""ltr"" href=""https://t.co/OX0T7S9P3E"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/kilundeezy/status/1228937931718524928""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/kilundeezy/sta</span><span class=""invisible"">tus/1228937931718524928</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/kilundeezy/status/1228937931718524928'],[],False,[],,5,0,0,False,False,,[]
2654,collinskiriyo,Collins kiriyo,265558150,1228678041058054144,/collinskiriyo/status/1228678041058054144,2020-02-15 13:50:47,1581774647,@Safaricom_Care Hi. I forgot my home fibre password. Kindly assist. My mobile number is 0722 482 736. Thanks.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Hi. I forgot my <strong>home</strong> <strong>fibre</strong> password. Kindly assist. My mobile number is 0722 482 736. Thanks.</p>",[],[],False,[],,0,0,1,True,False,,[]
2655,gayahg,wisdom Industry,323957888,1228563820576112640,/gayahg/status/1228563820576112640,2020-02-15 06:16:55,1581747415,@Safaricom_Care can you please have a working home fibre no. I have not been able to have my issues sought for now 15days then you will bill me,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> can you please have a working <strong>home</strong> <strong>fibre</strong> no. I have not been able to have my issues sought for now 15days then you will bill me</p>",[],[],False,[],,0,0,0,False,False,,[]
2656,Frank_Nyawa,Frank Nyawa,253928711,1228285773323153409,/Frank_Nyawa/status/1228285773323153409,2020-02-14 11:52:03,1581681123,"#SafaricomHomeFibre IS SHIT!!!! The worst internet ever!!!! @SafaricomPLC 
Your bundles are SHIT too! Up your game or just stick to Mpesa only! NKT!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SafaricomHomeFibre?src=hash""><s>#</s><b><strong>SafaricomHomeFibre</strong></b></a> IS SHIT!!!! The worst internet ever!!!! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> 
Your bundles are SHIT too! Up your game or just stick to Mpesa only! NKT!</p>",[],['SafaricomHomeFibre'],False,[],,1,0,0,False,False,,[]
2657,_Mucliff,Cliff,1078629360935075840,1228236815728955392,/_Mucliff/status/1228236815728955392,2020-02-14 08:37:31,1581669451,@Safaricom_Care 11083949 home fibre is too slow.  Do something.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> 11083949 <strong>home</strong> <strong>fibre</strong> is too slow.  Do something.</p>",[],[],False,[],,0,0,0,False,False,,[]
